OTI,WTI,ATI,OLI,OTI_A,OTI_T,MOG_A,VL2,VL3,IL2,IL3,VL12,VL23,VL31,INUT,WL1,WL2,WL3,VAL1,VAL2,VAL3,RVAL1,RVAL2,RVAL3,PFL1,PFL2,PFL3,Sum_PF,FRQ,THDVL1,THDVL2,THDVL3,THDIL1,THDIL2,THDIL3,MDIL1,MDIL2,MDIL3,KWH,KWH_I,KVARH,KVA,KVAR,MPD,MKVAD,Transformer_Failure,Risk_Probability
57.450712295168486,61.79226523903203,19.598573800204946,46.382886631839135,-1.2952404074474009,-0.6356395230340549,16.822517590875506,235.61003659809106,218.21472738759942,386.7434605051209,65.02694218963583,411.97401737153535,373.70510740991614,390.83799075135875,34.04889646058818,20.11841421666517,42.16816468528943,93.08730929145203,0.6894117084305128,0.8296857115563677,0.3129182706552194,0.5883249944624463,0.7172054798944385,0.5195892783342569,0.9338270092442719,0.7892863006152921,0.7829142463318806,0.8353425187304815,50.073869216907205,5.135612567234437,3.4005973181041576,3.2536597677743284,7.987283743782623,3.4794456170520234,13.893414857959574,350.9453863775693,390.18438767239326,267.65281754170337,5275.0810231506675,95.85060696191366,1061.9914422233965,587.1457420500865,282.57134901080883,545.2387696445437,878.5258155366918,1,61.33333333333333
47.92603548243223,56.095604194953225,23.843850634275856,62.09422483830747,-0.04680523340862596,-0.680121162575781,10.560412929397584,245.09956966925952,239.48910708999307,440.9407537414642,223.572520742459,413.4253322267499,385.38086677450576,402.52225735281877,27.631729091459693,52.32180199672922,44.4385026638056,53.068814106244375,0.598252930517052,0.6455736368731712,0.3976498583230128,0.20454395754493504,0.4312369913906071,0.9503871441791126,0.9259299039314901,0.8870696218501803,0.8709691117510906,0.8946562125109203,49.531807367077946,5.99406492276743,0.9868289054325707,3.006475755371582,14.656547105815376,7.194718507804988,8.898600672734949,518.8564809799886,566.0843385181523,542.3981015220863,1877.851842226517,50.25813088137892,163.53467840117602,585.9239734564101,219.32517945850003,266.3938004855934,754.81203528374,1,65.33333333333333
59.715328071510385,45.71556443904209,18.66064063200031,68.79591699867534,0.027025308066669876,-2.6934647589450225,15.659102535181757,226.7252639917449,237.98852308617347,291.4496019548597,456.60168666377683,376.20029978790086,393.44070388298803,383.45001295603333,28.17891713882744,34.618530771363886,4.5331302047994075,92.29277651739683,0.052978793302596916,0.364194701291884,0.7001867210119319,0.5036870356947338,0.019932167119719568,0.6494004673774935,0.7773427145401578,0.9178677114081673,0.9145745278017319,0.8699283179166857,50.04291634993294,4.165520700352409,7.286193953098839,5.329572860057677,4.945545554522071,9.71160362935269,10.071196495081423,242.14330174032062,153.95095974078868,359.2271475361271,2557.8532356355718,53.90618903656813,839.5547490033051,298.1944084098254,302.91496956804906,288.10083408641515,697.7719727936268,1,64.0
72.84544784612038,37.23675866753311,22.536307762887677,103.31531486010286,0.7089455187651085,-0.4951352875521559,8.942053425389968,246.4406279991688,219.85082936412692,388.3443099661359,157.5439644900544,362.0989492984838,413.31554967739754,410.4785010899821,36.78487526531269,52.58929685789998,36.16163412818324,20.773008220177815,0.0783884269702585,0.5006666402227188,0.9153267369320932,0.7111111340505746,0.6461303683672054,0.27745699488794395,0.7930677783812978,0.7117551346033753,0.951315772940613,0.8187128953084287,50.30594040298936,4.082688363533488,2.2076666060270638,2.866586097055942,10.121827912624116,6.683907818016287,4.650207752264671,178.87105832869528,147.16762945648944,300.6407437336195,1554.1347128247526,72.46270918237711,309.88954734284226,205.87504050486413,427.4628243416007,228.6733879344629,810.397949058932,1,68.0
46.48769937914996,53.37867976336308,9.851082664369715,83.34829686800637,-2.0502875449212397,1.0992436227326174,45.09580539189414,249.72654955733913,246.1363102345117,113.02905171152142,142.9309242184028,375.66400799371974,379.5642301396274,400.63140563860713,13.500124056059764,23.212860210310595,75.64838490999165,60.456266460423755,0.020764089724460977,0.905142149645767,0.08776147447888594,0.7743603861815881,0.6319242814281241,0.5315367969539899,0.8435447187258613,0.8592831193217094,0.8357499552459943,0.8461925977645217,49.77612278334403,5.050430218625687,1.7942962919436747,0.16275149291396662,2.5875833579284464,6.812905156189264,10.309389246428083,236.06423553708436,458.302182259757,552.7482161254209,6041.489414907644,45.72649252341735,2214.8342848283173,589.2150744483629,427.51896243731585,709.6171699189738,193.67443814835786,1,71.33333333333334
46.487945645762295,49.721824625061,26.70634965898351,54.96777646350163,0.888850910770996,-1.9113481786151927,19.859344315856443,214.2436819979181,214.17485832331317,206.72357691343618,486.41935335846813,376.7224407372425,368.01349595180903,401.8682819096645,17.638423292847786,4.761237842748811,36.891437335362006,40.38871173236047,0.3708340845939895,0.6315781094790865,0.8614781446346063,0.0005099890159435683,0.11042763646333309,0.6272235829079829,0.7057116902587746,0.869594195886966,0.9243571656756882,0.8332210172738096,50.39736162397046,5.62438716535902,6.527813324877233,3.512196805502974,1.8260982789049995,3.3767574154241857,6.566851810951118,150.46348751424227,257.591227922101,146.67226223853072,6627.366075495424,19.00984679404768,1202.9745841705558,208.12890416631615,376.8025496820038,100.49031504421811,283.448310230075,1,64.0
73.68819223261087,55.74231864033278,25.009643802897795,82.29054434126455,-4.056587447404163,1.5727239765758887,12.263965248718367,219.32212751939434,249.30752958365304,225.2971240166851,61.251850782766454,414.56161960349806,389.3563335538565,392.1561595877443,43.581838526002755,57.25654538976889,71.51719526095806,77.42221911560132,0.7458010487660107,0.39814928393433024,0.7930127248793652,0.505027088502294,0.4621597136246315,0.6397717210139645,0.7892193319473171,0.7236483991330603,0.7905348915219549,0.7678008742007775,49.736260406874635,2.773523016234014,7.849759509790856,1.793216529428702,11.754601668885446,14.799913573666139,12.853967743256607,563.347708153998,429.28960518045346,336.5613914511282,9245.076250903598,74.69691686229308,2160.2311293711505,411.47985147356184,478.6018062095041,451.1873311174761,134.28954732321017,1,62.0
61.51152093729363,52.622061620183636,18.463290951454475,51.79044016592452,-0.9448268285457155,0.7316622316265072,22.420392050796643,248.01519005928373,244.40991243909858,280.0830858107156,403.60196767718946,398.95456397027823,404.8032961010437,413.1137390526703,15.443260050607888,33.58543158608322,36.94787236337332,60.590894321329635,0.1727553939907227,0.12032665739753501,0.31553927072985466,0.23523457997064656,0.9153289446656504,0.5852542262381827,0.8421648620032713,0.850206410260229,0.7639140240316475,0.818761765431716,49.576473132644054,2.6429637861505206,5.281282069958083,0.2304571022769597,12.661623149807484,7.127899251111651,5.886757708522115,536.3120760111236,372.69225652517997,426.1870489876761,5879.663295612413,73.77858893529982,1714.3043795130434,267.47499847684463,315.5921003470271,169.4969331219867,230.48015088408113,1,70.0
42.95788421097572,57.59463258383202,30.27396534745924,91.2403658083061,-0.732410763677317,-1.1013499829565567,16.026808340324777,248.33310745925547,237.515945819163,468.0843621155707,194.61648008339165,364.9022375761337,366.591585423164,375.1208840207431,27.315478568964952,18.194140174843366,42.323944149018644,49.45154569583185,0.6058529683838958,0.293746801625561,0.3552166141315596,0.8749118332547884,0.20508483197197513,0.17773615462153736,0.7324207885843431,0.914152684014948,0.7561941238272002,0.8009225321421637,49.659939309439565,2.1577472327672735,4.998483912196405,3.7667436122723856,10.024675430241231,7.991129181082378,7.024080324848353,254.24585849257616,593.0333291699528,404.27071950750627,3345.5023372728992,24.49811033917795,2736.272572364177,736.2244974545002,53.44593694434005,541.8996808036428,921.8641084025738,1,60.0
58.13840065378947,38.57717746127318,32.500561101012465,67.93313022273182,0.9499902391068578,-0.21229445600677116,37.2209626906663,213.90829101547035,247.5499955311933,443.4334520999784,66.8695805913467,368.1227157606661,385.48100950181765,382.86885920166304,35.1319732003342,32.393556607803376,56.38921128292661,91.29854064310086,0.2888277800310779,0.9783402327965833,0.04646147722190963,0.15290544405022855,0.4610987546341103,0.03359318907950748,0.7378827663325376,0.7159681854626593,0.8076618195477179,0.7538375904476382,50.337002868720916,4.390772442501988,2.5554469537685005,1.6476364735863447,2.372937563167126,3.2783893693024355,6.488816353653868,223.49390796593352,544.528208477437,232.13822720444574,1535.2619193200694,83.29165197810076,3646.947461064144,884.8079681499889,180.91833476547095,376.79387692907403,299.93043512558177,1,68.66666666666667
